,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
8217,0.0506471459,0.1132504611,70588.8578810124,56274000.42205956,23.6,0
8218,0.0334622374,0.0748238376,70458.1588658437,63689934.78888061,24.5,0
8219,0.0366906138,0.0820427065,21469.7420443676,36196032.43135386,24.3,0
8220,0.008405334,0.0187948982,14049.4020726386,27802261.81977212,27.5,0
8221,0.2887719308,0.6457136672,89754.0917734073,14317489.622259663,19.82,0
8222,0.32962154705,0.7370561859,42325.7706777384,61866008.16185916,19.18,0
8223,0.0350392641,0.0783501764,37747.4414347271,6882253.988653342,24.4,0
8224,0.0055533491,0.0124176661,42461.8591986104,14047966.918969903,28.4,0
8225,0.1460679643,0.3266178974,86918.8222864613,44942541.76050155,21.3,0
8226,0.0030517923,0.0068240151,20216.8773718853,41258559.738226205,29.7,0
8227,0.2390864572,0.5346135707,85950.1396544857,55573048.03825921,20.23,1
8228,0.04411182,0.0986370281,85582.2332326054,71791075.18186134,23.9,0
8229,0.0334622374,0.0748238376,64040.3810350931,5410262.544158705,24.5,0
8230,0.04411182,0.0986370281,35095.8047447911,63222072.656461485,23.9,0
8231,0.02658,0.0594346868,56268.2405518776,34264041.88304496,25.0,0
8232,0.02658,0.0594346868,36696.816757003,23472073.30773504,25.0,0
8233,0.0073884779,0.0165211388,23994.8581736817,34967127.71198895,27.78,0
8234,0.0106795998,0.023880311,36029.9560785466,70352800.98793474,26.98,0
8235,0.3195618867,0.7145621017,57701.8737728683,39373725.49033785,19.6,0
8236,0.008405334,0.0187948982,38567.8320603318,1358839.565010405,27.5,0
8237,0.1529519353,0.3420109247,50039.9718413972,36017797.98356634,21.2,0
8238,0.046190746,0.1032856481,40029.2681895511,7097629.65313788,23.8,0
8239,0.0242412481,0.0542050786,22278.862944029,30732526.04553005,25.2,0
8240,0.0127219879,0.0284472297,38346.5408799359,33167173.24604777,26.6,0
8241,0.0152951935,0.0342010925,51354.4907334578,55940240.019397125,26.2,0
8242,0.040230458,0.0899580388,26397.3671061447,48885026.53849055,24.1,0
8243,0.0152951935,0.0342010925,59392.9283853956,48764289.29900797,26.2,0
8244,0.32962154705,0.7370561859,60252.7130256866,48075383.10417192,19.35,0
8245,0.0921626549,0.2060819612,44238.8543263358,26700034.66187047,22.3,0
8246,0.2783267681,0.6223575734,15563.2246375303,36215516.79097223,19.9,0
8247,0.0038419789,0.008590926,40670.5881480516,31572811.596601,29.2,0
8248,0.04411182,0.0986370281,49921.7816832264,52816595.08510671,23.9,0
8249,0.0555334912,0.1241766613,69242.8171755017,46610058.339155965,23.4,0
8250,0.1873074177,0.4188321187,75921.9207705824,70966517.21389839,20.76,0
8251,0.0732073989,0.1636967205,46790.1873626065,53610322.81699582,22.8,0
8252,0.0188171989,0.042076536,23204.685778422,66840780.37084357,25.75,0
8253,0.32962154705,0.7370561859,25246.4336243548,65460047.08275973,18.47,1
8254,0.0978486812,0.2187963027,11290.3813786122,60975267.437977575,22.17,0
8255,0.100590039,0.2249261651,30444.8774776566,38661560.746181,22.11,0
8256,0.1160259082,0.2594418179,45511.6548941071,3241280.366657057,21.8,1
8257,0.0101054342,0.0225964377,14118.6418530943,28201771.87755974,27.1,0
8258,0.3210369174,0.7178603705,114385.73612954916,63616068.8957958,19.59,0
8259,0.0127219879,0.0284472297,56656.2755247005,27708766.26265781,26.6,0
8260,0.2121069879,0.4742856434,82830.6898464769,56025751.47835039,20.49,0
8261,0.0242412481,0.0542050786,91853.657352671,65341592.46741675,25.2,0
8262,0.0921626549,0.2060819612,57813.0554778584,51664071.343096405,22.3,0
8263,0.0291443905,0.0651688382,24603.5103681338,20979072.495986,24.8,0
8264,0.0048367649,0.0108153351,63282.047778707,42992042.06612903,28.7,0
8265,0.0366906138,0.0820427065,44830.6131575239,3211874.601501359,24.3,0
8266,0.0253837029,0.0567596853,17630.7211726314,60949888.18925165,25.1,0
8267,0.0278326768,0.0622357573,42640.9152194858,35516051.69423562,24.9,0
8268,0.0069912523,0.0156329154,18532.423868903,48895707.48233345,27.9,0
8269,0.0167708462,0.0375007522,51990.3173927282,7547458.92919189,26.0,0
8270,0.0074912618,0.0167509707,55643.5443272515,60733892.12744044,27.75,0
8271,0.32962154705,0.7370561859,50274.8873748068,63338735.88219058,19.21,0
8272,0.0167708462,0.0375007522,29469.4682801544,74482688.31917422,26.0,0
8273,0.1961349444,0.4385710684,16511.4905152609,43031564.38724348,20.66,0
8274,0.0063760979,0.0142573883,46421.1737403088,277301.403575298,28.1,0
8275,0.1529519353,0.3420109247,43785.7341223748,23949146.34556772,21.2,0
8276,0.0092162655,0.0206081961,41649.0240511073,12220265.114900064,27.3,0
8277,0.0363542322,0.0812905344,39942.6241367369,36545301.92943514,24.32,0
8278,0.0305179233,0.0682401509,26457.7411151679,72398066.0261421,24.7,0
8279,0.0055533491,0.0124176661,29316.4589621207,19315973.826668635,28.4,0
8280,0.0421264611,0.0941976306,20194.4614197188,23910386.509836875,24.0,0
8281,0.0083282735,0.0186225856,17074.9283223672,32502025.51173472,27.52,0
8282,0.3122877701,0.6982966825,91002.9308444402,73007804.57938056,19.65,0
8283,0.096506147,0.2157943048,23675.6925663287,37351087.63860072,22.2,0
8284,0.1529519353,0.3420109247,81487.6041612578,17928710.36716249,21.2,1
8285,0.0421264611,0.0941976306,62444.3013811098,34109619.96045064,24.0,0
8286,0.0555334912,0.1241766613,46621.7065016042,51028850.6028377,23.4,0
8287,0.022108281,0.0494356193,26593.6546098584,1950145.596214234,25.4,0
8288,0.1394938229,0.3119176705,66946.1648015455,56754149.34169731,21.4,0
8289,0.1102947845,0.2466266358,101072.387149992,45620633.36075764,21.91,0
8290,0.0080270317,0.0179489885,66839.6073667846,64105957.74379479,27.6,0
8291,0.0342416731,0.0765667087,74777.1052424605,54034782.20915057,24.45,0
8292,0.0334622374,0.0748238376,35437.2971305108,28343557.088557716,24.5,0
8293,0.1460679643,0.3266178974,55542.6458928828,57353547.30120689,21.3,1
8294,0.0121494041,0.0271668934,65427.851539157,58606371.64288013,26.7,0
8295,0.0066765941,0.0149293183,59985.6273132271,53090870.69224381,28.0,0
8296,0.0334622374,0.0748238376,63368.4422386796,49600808.559144,24.5,0
8297,0.32962154705,0.7370561859,85213.7392113572,72643558.19526273,18.26,0
8298,0.2016299194,0.4508582062,97030.5174086141,45217627.48498407,20.6,0
8299,0.1756123185,0.3926810818,52959.9658676677,74514514.71250458,20.9,0
8300,0.0535247906,0.1196850702,67241.7944796056,71379100.7641834,23.48,0
8301,0.160160338,0.358129403,70112.7816763727,43564462.35359129,21.1,0
8302,0.0832827346,0.1862258558,44737.5832221092,36677371.50676597,22.52,0
8303,0.0127219879,0.0284472297,78776.4109600904,66398972.30818215,26.6,0
8304,0.1677084622,0.3750075218,13139.4594410494,56906995.14601266,21.0,0
8305,0.0366906138,0.0820427065,43663.9015874344,42410831.3629462,24.3,0
8306,0.1460679643,0.3266178974,80409.7864172851,65470141.81238924,21.3,0
8307,0.0291443905,0.0651688382,63679.447950691,69818552.79609166,24.8,0
8308,0.32962154705,0.7370561859,83720.4568212064,62093372.28548997,19.0,0
8309,0.0211132445,0.0472106499,48328.5767944846,27246693.98668172,25.5,0
8310,0.2424124811,0.5420507863,91682.1133734874,40886732.631644,20.2,1
8311,0.046190746,0.1032856481,60837.4043059255,61959374.76560952,23.8,0
8312,0.022108281,0.0494356193,30595.1702996977,20067965.652720697,25.4,0
8313,0.1214940408,0.2716689341,54844.3432841004,57495353.62046432,21.7,0
8314,0.0334622374,0.0748238376,42903.323402477,14399394.5308836,24.5,0
8315,0.2526707542,0.5649889822,43936.5208475686,30520203.583813496,20.11,1
8316,0.0608912622,0.1361570015,65126.6955462074,43643015.8510532,23.2,0
8317,0.0802703167,0.1794898848,54729.7443026222,52604954.40072289,22.6,0
8318,0.2111324448,0.4721064988,64896.3813629228,58708373.67895774,20.5,0
8319,0.0088829042,0.0198627775,41592.3163355138,51004506.49657324,27.38,0
8320,0.219055911,0.4898239078,64049.9833771247,18918626.131292924,20.42,0
8321,0.063760979,0.1425738833,65735.6195179141,36701623.67017953,23.1,0
8322,0.1677084622,0.3750075218,51467.1893003588,50776069.23262199,21.0,1
8323,0.0443154309,0.099092316,70359.1200638338,61779029.71627312,23.89,0
8324,0.0766575574,0.1714115092,69212.3928166944,50096558.51705151,22.7,0
8325,0.0116025908,0.0259441818,36056.6576368938,38764911.78105133,26.8,0
8326,0.0040230458,0.0089958039,73613.5319853018,29712524.20497031,29.1,0
8327,0.0160160338,0.0358129403,51757.7847365812,41829255.566161625,26.1,0
8328,0.0230438467,0.0515276076,22954.0916041235,55209794.98399818,25.31,0
8329,0.0303777061,0.0679266159,73422.7833052138,73305585.70696205,24.71,0
8330,0.32962154705,0.7370561859,114385.73612954916,61276243.661906734,17.9,0
8331,0.2783267681,0.6223575734,17659.4316241459,41251550.5095448,19.9,0
8332,0.2262324906,0.5058712276,109970.6072981616,18449342.878947947,20.35,0
8333,0.0802703167,0.1794898848,33537.6912271992,29311425.417803288,22.6,0
8334,0.32962154705,0.7370561859,91467.4088895754,30786866.334863745,19.0,1
8335,0.0088014652,0.0196806745,30404.2777641823,73147807.31679769,27.4,0
8336,0.057089334,0.1276556316,73027.8330709345,16330505.383877756,23.34,0
8337,0.0072536229,0.016219594,70046.3782448039,58051476.775807925,27.82,0
8338,0.1899131235,0.4246586539,42929.9608364118,23863747.30941377,20.73,0
8339,0.2401900301,0.5370812349,56119.3237623132,33528896.3778521,20.22,1
8340,0.0366906138,0.0820427065,15132.1157034725,12211928.923192184,24.3,0
8341,0.0880146521,0.1968067451,108301.1289560748,19588622.79632608,22.4,0
8342,0.0201629919,0.0450858206,57388.559476779,57219693.96375354,25.6,0
8343,0.1677084622,0.3750075218,51091.2976470239,63759134.57480225,21.0,0
8344,0.0752583992,0.1682828966,21131.3105862053,73524559.17030053,22.74,0
8345,0.0096506147,0.0215794305,75480.9262476646,58590427.95068914,27.2,0
8346,0.0211132445,0.0472106499,7321.6658306141,49459966.44303808,25.5,0
8347,0.0036522036,0.0081665754,15233.0087662698,2067178.67275732,29.31,0
8348,0.1608996045,0.3597824532,42382.3494098632,23603004.520074096,21.09,0
8349,0.0699125232,0.1563291544,57093.8571813722,2369769.790733349,22.9,0
8350,0.0058150704,0.0130028927,27568.1644272442,60172821.35166188,28.3,0
8351,0.0167708462,0.0375007522,61804.4537194391,57044248.37929771,26.0,0
8352,0.2016299194,0.4508582062,58563.8307758693,50634262.82360584,20.6,0
8353,0.0880146521,0.1968067451,34151.1233042185,19673447.72073433,22.4,0
8354,0.0506471459,0.1132504611,22580.8538898671,28929820.953472763,23.6,0
8355,0.0555334912,0.1241766613,21511.0824660921,13541066.02559132,23.4,0
8356,0.0160160338,0.0358129403,71638.8666064466,58779987.510747775,26.1,0
8357,0.2231284644,0.4989304142,72814.1266981418,33940143.13653058,20.38,0
8358,0.021804944,0.0487573371,44971.8144329203,39973041.97884742,25.43,0
8359,0.1608996045,0.3597824532,42382.3493034032,23603004.475194737,21.09,0
8360,0.32962154705,0.7370561859,67618.7468355319,68818690.58374044,19.27,0
8361,0.1822027706,0.4074177807,64946.0573555749,49436557.93681239,20.82,1
8362,0.1243240006,0.2779969165,32956.9731121139,46115943.9048416,21.65,1
8363,0.1010543415,0.2259643771,10241.7484896261,40573610.81096591,22.1,0
8364,0.1838886721,0.411187571,47768.9762514989,51555376.926626064,20.8,0
8365,0.0080270317,0.0179489885,74022.858933683,69152195.33860284,27.6,0
8366,0.1332155667,0.2978790628,57476.745774769,51831593.04253387,21.5,1
8367,0.0201629919,0.0450858206,23972.799856602,16364724.490420276,25.6,0
8368,0.0076657557,0.0171411509,55190.2622257426,42445133.15223146,27.7,0
8369,0.1010543415,0.2259643771,67427.9356789091,61002455.38479095,22.1,0
8370,0.0319561887,0.0714562102,29736.6529196988,36228293.00258234,24.6,0
8371,0.0608912622,0.1361570015,88383.2835830555,73832677.85477412,23.2,0
8372,0.1272198785,0.2844722965,34936.8684086534,23282912.964552283,21.6,0
8373,0.1805323255,0.4036825521,13306.6906952232,52263840.61947911,20.84,0
8374,0.0318093633,0.0711278987,40616.7142594619,49220290.08559096,24.61,0
8375,0.1272198785,0.2844722965,35076.4269381366,5654672.133333269,21.6,1
8376,0.32962154705,0.7370561859,62869.2081599574,54894477.23114615,19.2,1
8377,0.3080030213,0.6887156928,9177.0875179001,54824972.11597184,19.68,0
8378,0.0366906138,0.0820427065,38464.0110522619,8150014.211586961,24.3,0
8379,0.0305179233,0.0682401509,27706.5764250362,10113092.678300776,24.7,0
8380,0.0334622374,0.0748238376,39110.9765476468,3993524.788712615,24.5,0
8381,0.0154367182,0.0345175513,53500.462722819,62782297.50917508,26.18,0
8382,0.32962154705,0.7370561859,55664.010250353,33499110.2900315,18.8,0
8383,0.2016299194,0.4508582062,81901.4356409785,39509971.55596312,20.6,1
8384,0.32962154705,0.7370561859,40687.004384923,24028227.07080286,19.4,0
8385,0.063760979,0.1425738833,47513.50657672,54447510.97408799,23.1,0
8386,0.0175612318,0.0392681082,77157.3185644327,56379840.61588882,25.9,0
8387,0.0066765941,0.0149293183,37569.0155800666,59901446.26770664,28.0,0
8388,0.1133848361,0.2535362011,97808.0588697812,66136048.56141532,21.85,0
8389,0.0384197891,0.0859092601,24651.4133295867,42892560.30536731,24.2,0
8390,0.32962154705,0.7370561859,71249.398264557,26146682.25355648,19.34,0
8391,0.0880146521,0.1968067451,29208.0283933929,31667379.44132789,22.4,0
8392,0.0667659413,0.1492931834,25119.8613722389,70635436.27364531,23.0,0
8393,0.32962154705,0.7370561859,114385.73612954916,59073648.32403501,19.5,0
8394,0.0608912622,0.1361570015,55510.2215970044,43011110.82790474,23.2,0
8395,0.0278326768,0.0622357573,25281.8405098801,8471810.763952738,24.9,0
8396,0.2160503512,0.4831032718,71730.8386820219,68440178.44202091,20.45,1
8397,0.0350392641,0.0783501764,34626.5113140351,14659292.690649252,24.4,0
8398,0.0555334912,0.1241766613,30161.3575178949,5427269.548090081,23.4,0
8399,0.32962154705,0.7370561859,103877.5116205469,27910634.07722942,14.93,0
8400,0.32962154705,0.7370561859,40150.5474925138,49306479.746487856,19.4,0
8401,0.0278326768,0.0622357573,24966.2615299552,4872673.622441505,24.9,0
8402,0.0278326768,0.0622357573,48073.094601134,2350076.308252513,24.9,0
8403,0.1160259082,0.2594418179,38515.3289367754,60544826.7041062,21.8,0
8404,0.0060891262,0.0136157002,21226.5067196092,36656789.81685159,28.2,0
8405,0.1925550782,0.4305662442,33201.4388577653,55081635.55091406,20.7,0
8406,0.1160259082,0.2594418179,49652.3199213925,20616545.96378062,21.8,0
8407,0.0211132445,0.0472106499,44927.8742389442,4405486.445692247,25.5,0
8408,0.0802703167,0.1794898848,83870.7065924486,62829903.485833056,22.6,0
8409,0.1677084622,0.3750075218,45509.3184171449,42457038.360163085,21.0,0
8410,0.0121494041,0.0271668934,37301.1486383221,45351318.119794,26.7,0
8411,0.1529519353,0.3420109247,53564.1500011072,56857252.17874153,21.2,1
8412,0.0211132445,0.0472106499,31982.717571713,30693252.74503001,25.5,0
8413,0.0175612318,0.0392681082,29390.0603381703,42818669.04048375,25.9,0
8414,0.0148099972,0.0331161605,70320.2436988456,36334181.42676489,26.27,0
8415,0.3270054393,0.7312063912,35657.2497327589,47591181.54831629,19.55,0
8416,0.0278326768,0.0622357573,27548.9550982491,29166535.16837538,24.9,0
8417,0.063760979,0.1425738833,6766.9129158433,29485293.2234438,23.1,0
8418,0.3195618867,0.7145621017,29237.5446280348,49224672.51031325,19.6,0
8419,0.0116025908,0.0259441818,34216.7048081757,1107359.756102836,26.8,0
8420,0.0073207399,0.016369672,79096.5233121762,42746979.34761383,27.8,0
8421,0.0884209093,0.1977151638,33213.595314118,27114880.95473816,22.39,0
8422,0.0042126461,0.0094197631,20970.8848802232,48993961.83745117,29.0,0
8423,0.0160160338,0.0358129403,22616.4461555213,11636737.94853943,26.1,0
8424,0.0192555078,0.0430566244,37381.6688006059,46304021.0996064,25.7,0
8425,0.0183888672,0.0411187571,27171.2746011818,71546803.11800867,25.8,0
8426,0.0296862251,0.0663804174,27888.2405362653,70863142.45280588,24.76,0
8427,0.0250354255,0.0559809132,62816.1295913341,42507447.51666891,25.13,0
8428,0.0056565936,0.0126485278,13469.4891391934,24442147.32293568,28.36,0
8429,0.32962154705,0.7370561859,21520.4883862548,22375194.66264036,19.46,1
8430,0.0384197891,0.0859092601,10662.7453192597,11335628.911621278,24.2,0
8431,0.2996090839,0.6699462782,22109.6243420717,38878995.49070801,19.74,1
8432,0.0058150704,0.0130028927,56503.9062067169,68339635.13477369,28.3,0
8433,0.0334622374,0.0748238376,58347.4207414111,65201264.399511725,24.5,0
8434,0.0152951935,0.0342010925,18812.0022074037,16440321.17102184,26.2,0
8435,0.0555334912,0.1241766613,38165.73398096,64821212.58155436,23.4,0
8436,0.1677084622,0.3750075218,74814.6327171008,72564627.71116844,21.0,0
8437,0.2210828104,0.4943561926,5717.7664934459,73117692.3380599,20.4,0
8438,0.014878357,0.0332690178,26330.4918490564,62899377.78384616,26.26,0
8439,0.32962154705,0.7370561859,67591.760704749,70495517.4007941,18.2,0
8440,0.32962154705,0.7370561859,37969.5413898914,35845718.680300824,18.6,1
8441,0.0880146521,0.1968067451,22246.5666452208,27411757.09000509,22.4,0
8442,0.2658,0.5943468684,29364.3241968816,24097865.55247828,20.0,0
8443,0.0231502122,0.0517654482,35270.6215179847,60192023.16578317,25.3,0
8444,0.0608912622,0.1361570015,74042.1622304374,70949139.13245048,23.2,0
8445,0.1756123185,0.3926810818,102264.6716087458,59559862.2405183,20.9,1
8446,0.2914439045,0.6516883822,90301.6419249035,41678777.0583803,19.8,1
8447,0.0183888672,0.0411187571,91765.3668348229,50351661.2123758,25.8,0
8448,0.0608912622,0.1361570015,23500.523382483,30425348.526136,23.2,0
8449,0.0201629919,0.0450858206,32821.5407496916,20242485.86963207,25.6,0
8450,0.0127219879,0.0284472297,38617.6817136632,29538753.24899084,26.6,0
8451,0.0127219879,0.0284472297,33017.7906002469,42940177.09795129,26.6,0
8452,0.0506471459,0.1132504611,30691.6682748751,36514257.09521679,23.6,0
8453,0.32962154705,0.7370561859,105970.459383441,70191355.38550478,18.33,0
8454,0.32962154705,0.7370561859,31780.0981750054,17770568.31953595,19.0,0
8455,0.058150704,0.130028927,38813.2589138512,12419801.775783038,23.3,0
8456,0.1160259082,0.2594418179,83145.4835150556,67825314.03744522,21.8,1
8457,0.1881719895,0.42076536,107220.3358130449,57033307.030442506,20.75,0
8458,0.0253837029,0.0567596853,56934.6214033354,58200039.18919095,25.1,0
8459,0.0096506147,0.0215794305,24876.5305551273,68811890.07400727,27.2,0
8460,0.0840533402,0.1879489824,76211.7194443421,33864887.37451496,22.5,0
8461,0.022108281,0.0494356193,20527.1252223653,58066338.2171682,25.4,0
8462,0.0151549664,0.033887535,29012.808356936,12687896.702041732,26.22,0
8463,0.0334622374,0.0748238376,47969.1414222246,28101191.73931691,24.5,0
8464,0.003685997,0.0082421398,70435.5785509946,25399541.52739363,29.29,0
8465,0.32962154705,0.7370561859,32087.6386435147,60980978.44138334,17.49,0
8466,0.32962154705,0.7370561859,62521.1613958774,61613913.19155036,19.2,0
8467,0.02658,0.0594346868,67186.4680422846,72919365.6097897,25.0,0
8468,0.0555334912,0.1241766613,22787.0607097493,20387464.725878377,23.4,0
8469,0.0160160338,0.0358129403,65383.0660131109,13871323.848444084,26.1,0
8470,0.0943093989,0.2108822268,85517.2978213118,70051841.0701734,22.25,0
8471,0.32962154705,0.7370561859,68478.0635533072,19293421.289535508,19.39,0
8472,0.32962154705,0.7370561859,38062.205424265,3885446.176914332,19.45,1
8473,0.2719912773,0.6081909854,26820.4707696035,34041153.353689864,19.95,0
8474,0.0278326768,0.0622357573,87129.9093896856,73028977.39031847,24.9,0
8475,0.2315021222,0.5176544822,32652.05498319,53378686.47739355,20.3,0
8476,0.0058150704,0.0130028927,74606.2409282782,54001323.50858126,28.3,0
8477,0.0183888672,0.0411187571,28996.2559363068,7010239.903168052,25.8,0
8478,0.0350392641,0.0783501764,65419.9143505855,52318555.0231661,24.4,0
8479,0.0152951935,0.0342010925,17329.1425285308,14741059.535398964,26.2,0
8480,0.0184737464,0.0413085527,48134.1320773319,36534980.6487913,25.79,0
8481,0.2315021222,0.5176544822,32652.0554004844,53378686.46243377,20.3,0
8482,0.32962154705,0.7370561859,61370.257444501,56190915.57519578,18.88,1
8483,0.2783267681,0.6223575734,84841.6811011463,72208471.84913637,19.9,1
8484,0.0732073989,0.1636967205,55531.0504178899,2718928.212396162,22.8,0
8485,0.3195618867,0.7145621017,44934.2595895417,25199383.407039102,19.6,0
8486,0.0175612318,0.0392681082,24405.8120412838,47213842.80740968,25.9,0
8487,0.0291443905,0.0651688382,41878.8421226996,11816732.80422196,24.8,0
8488,0.32962154705,0.7370561859,23043.9948078996,69995500.71715696,19.25,0
8489,0.32962154705,0.7370561859,61529.3450588909,41161369.637315445,18.37,1
8490,0.2538370294,0.5675968529,40748.3975579249,66974734.07350789,20.1,0
8491,0.0319561887,0.0714562102,25172.5062583515,4285646.658791582,24.6,0
8492,0.1394938229,0.3119176705,49724.631181458,26622740.569036957,21.4,1
8493,0.0319561887,0.0714562102,29241.9081243544,8291812.467519197,24.6,0
8494,0.0192555078,0.0430566244,40888.7492981357,38195307.35933628,25.7,0
8495,0.0127219879,0.0284472297,41250.1027402886,50198387.4833533,26.6,0
8496,0.2658,0.5943468684,70085.6081099302,55119854.51554592,20.0,0
8497,0.004411182,0.0098637028,36967.5571186757,37136960.21874346,28.9,0
8498,0.2016299194,0.4508582062,81578.8079820133,67848583.41765182,20.6,0
8499,0.058150704,0.130028927,103165.5667589464,60637175.81794376,23.3,0
8500,0.0305179233,0.0682401509,42769.5628737625,38012396.87108703,24.7,0
8501,0.1332155667,0.2978790628,64886.086270219,65035236.913519405,21.5,0
8502,0.1289896833,0.2884297004,46591.0381905113,74189759.99689764,21.57,0
8503,0.32962154705,0.7370561859,87008.692871416,22186476.934675567,19.41,1
8504,0.32962154705,0.7370561859,84271.3181099737,71398498.5365546,17.47,0
8505,0.040230458,0.0899580388,57724.6735100542,5871042.728371816,24.1,0
8506,0.2424124811,0.5420507863,93545.901405729,26943601.311926942,20.2,0
8507,0.1394938229,0.3119176705,63344.3065479353,65862831.52376613,21.4,0
8508,0.0334622374,0.0748238376,44842.0478248444,37312021.57602999,24.5,0
8509,0.0053034072,0.0118587791,14259.1343187345,29683770.222774416,28.5,0
8510,0.0110803882,0.0247765013,47499.8270557194,49351747.83755305,26.9,0
8511,0.1165614595,0.2606393469,63568.1983893505,73123282.81046179,21.79,0
8512,0.0139493823,0.0311917671,50553.5554609571,62738124.14540297,26.4,0
8513,0.063760979,0.1425738833,78757.9848226681,69335384.91663837,23.1,0
8514,0.0350392641,0.0783501764,60180.2050608695,34394802.80812859,24.4,0
8515,0.0608912622,0.1361570015,80984.8606261784,42448582.23584282,23.2,0
8516,0.0692715614,0.1548959201,80005.8228808838,72976847.20007701,22.92,0
8517,0.2016299194,0.4508582062,43612.8617455646,62442635.0666269,20.6,1
8518,0.0110803882,0.0247765013,22202.4440821103,6666997.852866934,26.9,0
8519,0.0421264611,0.0941976306,57182.8683609439,39413316.11783975,24.0,0
8520,0.32962154705,0.7370561859,30756.5734443406,56055962.31940327,16.17,0
8521,0.32962154705,0.7370561859,30756.5877195095,56055923.97746919,16.21,0
8522,0.32962154705,0.7370561859,71569.2030669814,69978628.26154986,16.5,0
8523,0.32962154705,0.7370561859,66965.8717579169,21557646.52175029,16.36,1
8524,0.32962154705,0.7370561859,60891.2181533585,7157012.617393102,17.51,1
8525,0.32962154705,0.7370561859,114385.73612954916,15518409.202721756,17.73,0
8526,0.1332155667,0.2978790628,37158.8151881178,41838888.995799206,21.5,0
8527,0.0253837029,0.0567596853,68930.3150727228,41550784.08284613,25.1,0
8528,0.0160160338,0.0358129403,9555.313304877,31861677.90287324,26.1,0
8529,0.0146067964,0.0326617897,5072.4780956641,7228105.354922574,26.3,0
8530,0.0183888672,0.0411187571,27264.2740653068,25464204.09967689,25.8,0
8531,0.0664591797,0.1486072436,72246.1555237446,53279317.04967242,23.01,0
8532,0.32962154705,0.7370561859,36974.324646797,18196524.42342025,17.49,1
8533,0.32962154705,0.7370561859,85352.8907637461,9849881.913060568,19.5,1
8534,0.1108038821,0.2477650126,32698.0737322889,3299739.190070354,21.9,1
8535,0.0608912622,0.1361570015,64196.761689949,72272016.44661756,23.2,0
8536,0.1394938229,0.3119176705,8025.3186118196,49394948.72541144,21.4,0
8537,0.0201629919,0.0450858206,54879.6568535147,27079472.88920424,25.6,0
8538,0.0253837029,0.0567596853,20223.5554267683,8704005.29808734,25.1,0
8539,0.0066765941,0.0149293183,39348.4426203193,40883010.6366384,28.0,0
8540,0.32962154705,0.7370561859,22158.9820056589,34687236.67952523,18.8,0
8541,0.058150704,0.130028927,26697.5071473139,7066641.396833961,23.3,0
8542,0.0066765941,0.0149293183,20198.8099954261,59986507.51187013,28.0,0
8543,0.0667659413,0.1492931834,21246.286328469,5439306.806061548,23.0,0
8544,0.0152951935,0.0342010925,64371.2904159296,69337176.12673482,26.2,0
8545,0.0192555078,0.0430566244,39090.9281390618,34203238.48701408,25.7,0
8546,0.0076657557,0.0171411509,62448.3790772238,57789945.42617592,27.7,0
8547,0.2111324448,0.4721064988,79408.35631377,65532336.887485154,20.5,0
8548,0.0608912622,0.1361570015,110564.2489557791,46842264.182889536,23.2,0
8549,0.0069912523,0.0156329154,23200.5785703331,25996764.75274744,27.9,0
8550,0.1529519353,0.3420109247,102353.6529141246,37409368.36574978,21.2,0
8551,0.1214940408,0.2716689341,51196.7836912295,7433866.139905407,21.7,1
8552,0.0222103282,0.0496638037,11394.5242371422,27748711.900865,25.39,0
8553,0.32962154705,0.7370561859,69224.6441396113,43515051.14951645,19.07,0
8554,0.0211132445,0.0472106499,31678.5959510962,6120757.791046143,25.5,0
8555,0.0880146521,0.1968067451,32506.8717352754,58900693.27483852,22.4,0
8556,0.2424124811,0.5420507863,88255.6247710926,65600285.4517819,20.2,1
8557,0.046190746,0.1032856481,50897.9578808408,32317404.715917107,23.8,0
8558,0.0802703167,0.1794898848,69216.4120542739,27355553.60407992,22.6,0
8559,0.0334622374,0.0748238376,112027.5054912334,60518715.8918764,24.5,0
8560,0.0092162655,0.0206081961,43220.485106483,31202693.107131205,27.3,0
8561,0.0435065831,0.0972836774,49957.5903054311,53329199.47207797,23.93,0
8562,0.32962154705,0.7370561859,43865.7670081404,11903451.817181855,16.8,1
8563,0.0802703167,0.1794898848,73151.4741147601,49581427.73621146,22.6,0
8564,0.1010543415,0.2259643771,105146.1407751314,40201523.38913012,22.1,0
8565,0.0101054342,0.0225964377,20160.2722722499,44121055.006890126,27.1,0
8566,0.2272767323,0.5082062231,79894.5753430235,73135178.05517527,20.34,1
8567,0.2101623793,0.4699373665,47582.3449492423,45240944.616830766,20.51,1
8568,0.160160338,0.358129403,61069.8702700318,54279153.03751702,21.1,0
8569,0.1838886721,0.411187571,47864.5390146715,61108281.08258661,20.8,0
8570,0.0157237082,0.0351592805,71773.1490148243,60948383.71339264,26.14,0
8571,0.32962154705,0.7370561859,21643.8932176894,7183323.711251258,18.07,1
8572,0.32962154705,0.7370561859,33671.6531105908,3416869.998901911,19.4,1
8573,0.2315021222,0.5176544822,114385.73612954916,69213871.24925071,20.3,1
8574,0.0201629919,0.0450858206,34857.9573067736,29859704.91746621,25.6,0
8575,0.04411182,0.0986370281,99519.5280781303,55835741.03031157,23.9,0
8576,0.1087814834,0.2432427915,29730.2786340162,51346448.79570044,21.94,0
